campaign_id,campaign_name,campaign_status,analytics_bounce_count,analytics_blocked_count,leads_pulled_count
2502837,Campaign data CAM - GCC - Loyalife Marketing - 2nd cycle,COMPLETED,3,0,3
2502445,Saudi Arabia - Ahmad - Plum - Cycle 2,COMPLETED,2,1,2
2487874,Aquil - Sales marketing,COMPLETED,2,1,1
2456787,Benefix - HR,COMPLETED,3,0,2
2456767,Benepass - HR,COMPLETED,2,1,1
2428093,Conglomerates India 2025 -3,COMPLETED,1,2,2
2414303,SEA CAM List - Set 2 - HR,COMPLETED,2,1,2
2405786,Diwali 500-5000 - Director,COMPLETED,0,3,3
2405105,internal test - 21st aug,COMPLETED,2,1,1
2401407,Diwali 500-5000 - VP,COMPLETED,1,2,2
2322742,Africa CAM Sales and marketing - Roshaan,COMPLETED,2,1,2
2261787,internal test - copy,COMPLETED,2,1,1
2198369,Website Visitors Plum - 20.06.2025,COMPLETED,1,2,3
2198367,Empuls Website Visitors - 20.06.2025,COMPLETED,1,2,3
2156896,HR core lab,COMPLETED,2,1,2
2140543,ADVANTAGE CLUB HRs DATA,COMPLETED,2,1,3
1990248,BFSI Loyal life - GCC Marketing,COMPLETED,3,0,3
1674215,Website Visitors - Plum (3rd Cycle),COMPLETED,1,2,2
1642093,India energy week Speakers Set-1,COMPLETED,1,2,2
1585884,SAP AEs-Anupama ,COMPLETED,1,2,2
3226257,P2_EVNTS_IND_EMAIL_CHRO_CONFEX_VIKAS-Sanjeeda_17_APR_NON_ATTENDEES,ACTIVE,1,1,1
3178229,P0-C3-Empuls-Loyalty-Other-Apr2026,ACTIVE,1,1,1
3178228,P0-C2-Passive-New-Deals-Apr2026,ACTIVE,1,1,1
3144691,CHRO CONFEX & AWARDS 2026,COMPLETED,1,1,1
3104056,Fintech_Meetup_Shameel,COMPLETED,1,1,1
3092337,Carrots and Stakes - San Diego (Shameel) ,PAUSED,1,1,2
3055137,Middle East Tragedy Outreach - BATCH 3,COMPLETED,1,1,1
3003463,FMCD and Electronics; Channel Incentives:,COMPLETED,2,0,2
2998133,Already using a Solution- HR profiles - INDIA - BATCH 3,COMPLETED,1,1,1
2964135,Moe-Engage -ROW - (Batch 1),COMPLETED,1,1,1
2960701,Airlines API (2026) - USA - BATCH 3,STOPPED,1,1,1
2946553,Airlines - Plum API (2026) - Africa - BATCH 2,COMPLETED,1,1,1
2902417,KSA Ramadan Enriched - Batch 3 - copy,COMPLETED,1,1,2
2902334,GCC Ramadan Enriched batch 3 - copy,COMPLETED,1,1,1
2893606,GCC HR and Procurement Batch 5,COMPLETED,1,1,1
2887630,Events 2025 - India - batch 1 (apollo format),PAUSED,1,1,1
2868647,Series C Funding - Existing Clients - ROW - batch 2,COMPLETED,2,0,2
2752092,Salesforce SIs - MST,COMPLETED,2,0,0
2626105,500 to 5k below $500 data Batch 11,COMPLETED,1,1,1
2626093,500 to 5k below $500 data Batch 8,COMPLETED,1,1,1
2626062,500 below and below $500 data - Batch 11,COMPLETED,0,2,2
2626058,500 below and below $500 data - Batch 10,COMPLETED,1,1,1
2607785,Christmas Reachout Procurement - Indonesia Data,COMPLETED,1,1,1
2599799,Africa CAM Accounts - Roshaan- Sales & Marketing 3rd cycle,COMPLETED,2,0,2
2573624,500 to 5k below $500 data Batch 6,COMPLETED,1,1,1
2573571,500 below and below $500 data - Batch 5,COMPLETED,0,2,2
2505569,C.A. Short Company - Sales and marketing,COMPLETED,1,1,1
2505441,Ashish - Sales and marketing,COMPLETED,1,1,1
2502476,Africa CAM Accounts - Roshaan HR - 2nd Cycle,COMPLETED,1,1,1
2480609,Anand Pillai and atma - Sales marketing,COMPLETED,1,1,1
2467297,tapmyback data - HR,COMPLETED,1,1,1
2467280,Praisepal data - Marketing sales,COMPLETED,1,1,1
2460433,Qualtrics - Marketing sales,COMPLETED,1,1,1
2460369,Alleo Data - HR,COMPLETED,1,1,1
2425617,Oc Tanner - CEO HR,COMPLETED,2,0,2
2409119,Ankit bajaj campaign - Diwali - 8,COMPLETED,1,1,1
2409085,Ankit bajaj campaign - Diwali - 4,COMPLETED,1,1,1
2401738,SEA CAM List - FMCG - set 2,COMPLETED,1,1,1
2370654,Competition Campaign: Springworks - Bonfyre,COMPLETED,1,1,1
2354655,Comarch,COMPLETED,1,1,1
2354636,Xoxoday post 50,COMPLETED,1,1,1
2299482,internal test - copy,COMPLETED,1,1,1
2288948,Content for SAP content written by our team - Other Data 3,COMPLETED,1,1,1
2281835,Content for SAP content written by our team - Other Data 2,COMPLETED,1,1,1
2281831,Gaming and Gambling companies data- 2024 - India 3,COMPLETED,1,1,1
2278438,Content for SAP content written by our team - Other Data 1,COMPLETED,1,1,1
2278254,Gaming and Gambling companies data- 2024 - US 3,COMPLETED,1,1,1
2238319,SAP Innovation Day for SupplyChain,COMPLETED,1,1,1
2238138,SAP Executive Exchange for HR: The Future of Payroll ,COMPLETED,1,1,1
2224793,SAP Sapphire Madrid,COMPLETED,0,2,2
2183611,NASCCOM GCC summit and awards,COMPLETED,1,1,1
2183472,GCC Conclave - The Next Chapter of GCC Growth in India,COMPLETED,1,1,1
2183413,SSON GCC week INDIA,COMPLETED,1,1,1
2183336,GCC FUTURE FORUM,COMPLETED,1,1,1
2183239,2nd Edition Digital HR Certification,COMPLETED,1,1,1
2175722, TrailblazerDX (TDX) 2025,COMPLETED,1,1,1
2175294,"HRD, National Hr SUmmit Aus",COMPLETED,2,0,2
2156715,Engaging Employees Conference,COMPLETED,1,1,1
2156443,The 26th Annual Workers’ Compensation Summit,COMPLETED,1,1,1
2155950,Tahoe Dreamin,COMPLETED,1,1,1
2150029,HR Tech Asia,COMPLETED,1,1,1
2142582,TDX Bengaluru 2025,COMPLETED,1,1,1
2095040,Africa New Data - Companies from Roshaan's pipeline,COMPLETED,1,1,1
1990274,BFSI Loyal life - GCC -Cards,COMPLETED,1,1,1
1982616,Kushal's ETHR Post,COMPLETED,1,1,1
1894122,Ignyte Campaign GCC - HR,COMPLETED,1,1,1
1827314,BFSI Loyal life data India - Cards,COMPLETED,1,1,1
1826495,Manoj's Client Information,COMPLETED,1,1,1
1743683,Website Visitors Plum- Common Room- April,COMPLETED,0,2,2
1753198,Automobile Industry - India,COMPLETED,0,2,2
1743648,Website Visitors Loyalife- Common Room- April,COMPLETED,0,2,2
1727441,US SMB- India,COMPLETED,0,2,2
1665000,Linkedin Social Signals - HR Tech influencer,COMPLETED,1,1,1
1651316,Annual Rethink HR Conclave,COMPLETED,1,1,1
1651279,DigiBank Qatar Delegates,COMPLETED,1,1,1
1642098,India energy week Speakers Kushal's Version,COMPLETED,1,1,1
1620573,Website Visitors Loyalife - Common Room (2nd Cycle),COMPLETED,0,2,2
1562120,HiBob Set 3- America,COMPLETED,1,1,1
1523548,Mohali Event Campaign,COMPLETED,1,1,1
1495333,Website Visitors Loyalife - Common Room,COMPLETED,0,2,2
3226524,P0_EVNTS_Beyond26Speakers_IND_EMAIL-LI-WP-CALL_AbhimanNaitik24Apr2026,ACTIVE,1,0,1
3209231,P1_ABM_Mobility_Africa_Mary_Roshaan_21Apr26,ACTIVE,1,0,1
3176662,Netcore_Partnerships_Tech,ACTIVE,1,0,1
3054079,WellXAI 7-day free trial offer - Middle East - BATCH 2,COMPLETED,0,1,1
3015489,Manufacturing Channel Incentives - BATCH 2,PAUSED,1,0,1
2998524,Already using a Solution- HR profiles -INDONESIA- BATCH 1,COMPLETED,1,0,1
2960490,Airlines API (2026) - USA - BATCH 1 ,COMPLETED,1,0,1
2960452,Airlines API (2026) -India - BATCH 3 ,COMPLETED,1,0,1
2960419,Airlines API (2026) -India - BATCH 1,COMPLETED,1,0,1
2934252,SAP direct Customers - BATCH 4,COMPLETED,1,0,1
2933872,SAP direct Customers - BATCH 1,COMPLETED,1,0,2
2924933,GCC Ramadan Enriched batch 2 - copy,STOPPED,1,0,1
2920943,Recent Funding - Philippines,COMPLETED,1,0,1
2908199,Salesforce LI - Americas Batch 2 (Shafia),PAUSED,1,0,1
2902970,Indonesia Ramadan Batch 2,COMPLETED,1,0,1
2825179,N8N Test 1,COMPLETED,1,0,0
2737893,Year End HR - India Q1,COMPLETED,1,0,1
2648251,AI MAX Conclave Manoj's Email,COMPLETED,1,0,0
2626118,5k+ below $500 data Batch 7,COMPLETED,0,1,1
2626054,500 below and below $500 data - Batch 9,COMPLETED,0,1,1
2547642,Hari - HR,COMPLETED,0,1,1
2541260,IMA Summit - Event,COMPLETED,1,0,1
2529650,Jonas - HR,COMPLETED,1,0,1
2529645,Jonas - Sales and marketing,COMPLETED,1,0,0
2516828,Salesforce - HR,COMPLETED,1,0,1
2503639,GCC Events - HR,COMPLETED,1,0,1
2502793,Africa CAM Accounts - Roshaan Marketing - 2nd Cycle,COMPLETED,1,0,1
2498483,Gautam - Sales marketing,COMPLETED,1,0,1
2473076,Aditya Sareen - HR,COMPLETED,1,0,1
2460395,Qualtrics - HR,COMPLETED,1,0,1
2460330,Amara Data - Marketing sales,COMPLETED,0,1,1
2434798,Achievers - Marketing sales,COMPLETED,1,0,1
2425624,Oc Tanner - Marketing sales,COMPLETED,1,0,1
2414962,Awardco - Marketing sales,COMPLETED,1,0,1
2414311,SEA CAM List - Set 2 - Building materials,COMPLETED,1,0,1
2414150,Kassandra - HR,COMPLETED,1,0,1
2409094,Ankit bajaj campaign - Diwali - 6,COMPLETED,1,0,1
2402690,KSA CAM Set 1 HR,COMPLETED,1,0,1
2401867,SEA CAM List - FMCD,COMPLETED,1,0,1
2365113,Indonesia data - HR Manager,COMPLETED,1,0,1
2331249,Bonusly_product_signals,COMPLETED,1,0,0
2322599,Africa CAM HR Roshaan,COMPLETED,0,1,1
2311420,"Competition Campaign: Advantage club, OC tanner - India",COMPLETED,1,0,1
2275564,Empuls Website Visitors - 14.07.2025,COMPLETED,0,1,1
2266496,Gaming and Gambling companies data- 2024 - US,COMPLETED,1,0,1
2238807,India’s Best Companies To Work For 2025,COMPLETED,0,1,1
2183690,GCC in a GLocalised event,COMPLETED,0,1,1
2182323,World HRD Congress 2025,COMPLETED,1,0,1
2176119,Cactusforce,COMPLETED,1,0,0
2176080,Agentforce World Tour D.C. 2025,COMPLETED,1,0,1
2174727,HRD National HR Summit,COMPLETED,1,0,1
2156546,11th Annual People Analytics,COMPLETED,1,0,0
2134942,people matters surge hr pune,COMPLETED,1,0,1
2027633,Empuls Website Visitors,COMPLETED,0,1,1
2027612,Plum Website Visitors,COMPLETED,0,1,1
1990680,Customer Rewarding-Data-US,COMPLETED,1,0,1
1989391,Cross-Border gifting- US,COMPLETED,1,0,1
1893727,Ignyte Campaign India - Marketing,COMPLETED,0,1,1
1743693,Website Visitors Empuls- Common Room- April,COMPLETED,0,1,1
1437443,Testing,COMPLETED,1,0,0
